H5N1	Influenza
in	O
Poultry	Host_organism
in	O
Pakistan	Location
H5	Influenza
avian	Influenza
influenza	Influenza
has	O
been	O
detected	O
in	O
a	O
farm	O
25	O
km	O
from	O
the	O
Federal	Location
Capital	Location
according	O
to	O
the	O
Poultry	O
Research	O
Institute	O
's	O
Masoud	O
Zubasr	O
.	O
A	O
team	O
dispatched	O
to	O
the	O
farm	O
has	O
culled	O
more	O
than	O
"10,000"	O
chickens	Host_organism
.	O

USA	Location
-LRB-	O
H3N8	Influenza
-RRB-	O
H3N8	Influenza
canine	Influenza
influenza	Influenza
has	O
been	O
confirmed	O
in	O
12	O
cases	O
within	O
Florida	Location
.	O
Officials	O
believe	O
the	O
disease	O
spread	O
through	O
dog	O
shows	O
and	O
competitions	O
.	O
Georgia	O
has	O
five	O
confirmed	O
cases	O
of	O
the	O
influenza	O
and	O
is	O
asking	O
show	O
attendees	O
to	O
keep	O
dog	O
cages	O
and	O
equipment	O
at	O
least	O
20	O
feet	O
from	O
one	O
another	O
.	O
Additionally	O
","	O
hand	O
sanitizer	O
and	O
gloves	O
will	O
be	O
provided	O
at	O
shows	O
in	O
an	O
attempt	O
to	O
avoid	O
spreading	O
the	O
disease	O
further	O
.	O
Dogs	O
from	O
eight	O
states	O
-LRB-	O
Florida	O
","	O
Georgia	Location
","	O
Illinois	O
","	O
Kentucky	O
","	O
North	O
and	O
South	O
Carolina	O
","	O
Tennessee	O
and	O
Texas	Location
-RRB-	O
have	O
tested	O
positive	O
.	O
The	O
best	O
way	O
to	O
prevent	O
the	O
disease	O
is	O
to	O
obtain	O
a	O
canine	O
flu	O
vaccination	O
which	O
does	O
n't	O
provide	O
full	O
protection	O
","	O
but	O
will	O
reduce	O
the	O
severity	O
of	O
symptoms	O
.	O
The	O
disease	O
can	O
not	O
affect	O
humans	O
and	O
is	O
treatable	O
akin	O
to	O
human	O
influenza	O
.	O

H5N1	Influenza
in	O
Poultry	Host_organism
in	O
India	Location
Bird	Influenza
flu	Influenza
-LRB-	O
H5N1	Influenza
-RRB-	O
has	O
resurfaced	O
in	O
Orissa	Location
province	O
.	O
On	O
February	Date
3	Date
","	O
the	O
Bhopal-based	O
High	O
Security	O
Animal	O
Diseases	O
Laboratory	O
-LRB-	O
HSADL	O
-RRB-	O
confirmed	O
bird	O
flu	O
among	O
the	O
poultry	O
population	O
-LRB-	O
"28,851"	O
birds	Host_organism
-RRB-	O
of	O
Central	O
Poultry	O
Development	O
Organisation	O
-LRB-	O
CPDO	O
-RRB-	O
.	O
The	O
state	O
government	O
has	O
restricted	O
the	O
movement	O
of	O
poultry	Host_organism
within	O
a	O
3-km	O
radius	O
of	O
the	O
CDPO	O
.	O
After	O
the	O
test	O
results	O
were	O
announced	O
","	O
the	O
Bhubaneswar	O
Municipal	O
Corporation	O
-LRB-	O
BMC	O
-RRB-	O
called	O
an	O
emergency	O
meeting	O
and	O
ordered	O
the	O
closing	O
of	O
poultry	Host_organism
and	O
poultry	O
product	O
shops	O
in	O
21	O
wards	O
within	O
